Time,RAW_U,RAW_V,RAW_W
0.85,0.38285,-0.03125,-0.0112
0.86,0.3812,-0.0242,-0.0187
0.87,0.3882,-0.0203,-0.0206
0.88,0.3417,-0.0247,-0.0327
0.89,0.3585,-0.006,-0.0435
0.9,0.3659,-0.0701,-0.0342
0.91,0.3715,-0.0666,-0.0345
0.92,0.3625,-0.0623,-0.0396
0.93,0.3649,-0.0467,-0.0442
0.94,0.3865,-0.0371,-0.0501
0.95,0.36625,-0.0418,-0.04845
0.96,0.35793,-0.05615,-0.04502
0.97,0.3496,-0.0705,-0.0416
0.98,0.3628,-0.0672,-0.0401
0.99,0.376,-0.0639,-0.0386
1.0,0.4034,-0.0407,-0.0376
1.01,0.3734,-0.0462,-0.0398
1.02,0.3609,-0.0178,-0.0374
1.03,0.3758,-0.0466,-0.0368
1.04,0.3639,-0.0141,-0.0288
1.05,0.3695,-0.0072,-0.0355
1.06,0.3538,-0.0385,-0.0296
1.07,0.3304,-0.0612,-0.0263
1.08,0.2975,-0.0168,-0.0072
1.09,0.3374,0.0269,-0.0073
1.1,0.3573,0.073,-0.0037
1.11,0.309,0.0468,-0.0072
1.12,-0.2121,0.0342,0.1284
1.13,0.3311,0.0241,-0.0072
1.14,0.3363,0.0638,-0.0057
1.15,0.3248,0.0413,-0.0046
1.16,0.3056,0.0238,-0.0002
1.17,0.2997,0.0346,0.0119
1.18,0.3496,-0.023,0.0165
1.19,0.3217,-0.0323,0.0146
1.2,0.3059,-0.0232,0.0143
1.21,0.276,-0.0235,0.0318
1.22,0.3052,-0.0117,0.0304
1.23,0.2841,-0.0497,0.0208
1.24,0.3071,-0.0665,0.0113
1.25,0.3148,-0.0019,0.0115
1.26,0.2763,-0.0312,0.0106
1.27,0.3472,-0.0476,0.0061
1.28,0.3262,-0.0106,0.0089
1.29,0.284,-0.0199,-0.0064
1.3,0.2789,-0.0399,0.0003
1.31,0.392,-0.0381,0.0011
1.32,0.3075,-0.0378,0.0116
1.33,0.3252,0.0031,0.005
1.34,0.367,-0.0066,0.0048
1.35,0.3337,-0.008,-0.0136
1.36,0.3374,-0.0076,-0.0187
1.37,0.3127,-0.0042,-0.0251
1.38,0.2418,-0.0214,-0.0089
1.39,0.2937,0.00565,0.0001
1.4,0.3456,0.0327,0.0091
1.41,0.33745,-0.0059,0.0037
1.42,0.3293,-0.0445,-0.0017
1.43,-0.1968,-0.0192,0.1267
1.44,0.3279,-0.0084,-0.0027
1.45,0.3436,-0.0091,-0.0176
1.46,0.3056,-0.0283,-0.0238
1.47,0.3166,-0.0713,-0.0256
1.48,0.3024,-0.009,-0.0265
1.49,0.30795,-0.0142,-0.02095
1.5,0.32337,-0.0171,-0.02032
1.51,0.3388,-0.02,-0.0197
1.52,0.2937,-0.0008,-0.0231
1.53,0.3059,-0.0316,-0.0266
1.54,0.3002,0.0085,-0.0231
1.55,0.3164,-0.0016,-0.0277
1.56,0.2953,0.0061,-0.0084
1.57,0.3571,0.0082,0.0096
1.58,0.3188,-0.007,0.0048
1.59,0.2589,-0.0216,0.006
1.6,0.3043,0.0142,0.015
1.61,0.3552,-0.0143,0.0299
1.62,0.3716,-0.0116,0.0115
1.63,0.3328,-0.0576,0.0158
1.64,0.3434,-0.0551,-0.0043
1.65,0.3192,-0.053,-0.0152
1.66,0.3864,-0.0678,-0.0247
1.67,0.3505,-0.0237,-0.0218
1.68,0.3697,-0.0236,-0.0157
1.69,0.3469,-0.014,-0.0181
1.7,0.3048,-0.0679,-0.0201
1.71,0.3154,-0.055,-0.0131
1.72,0.3241,-0.0369,-0.02
1.73,0.3143,-0.025,-0.0123
1.74,0.2757,-0.0655,-0.0034
1.75,0.3338,-0.0004,0.0243
1.76,0.8612,-0.0384,-0.1108
1.77,0.3583,-0.0542,0.0051
1.78,0.8288,-0.0472,-0.1221
1.79,0.2924,-0.0516,0.0232
1.8,0.3887,-0.0142,0.0127
1.81,0.3857,0.0059,0.0003
1.82,0.4064,-0.0316,-0.0201
1.83,0.302,-0.0593,-0.0252
1.84,0.302,0.0035,-0.0196
1.85,0.2408,-0.0295,-0.0019
1.86,0.3024,-0.011,-0.0056
1.87,0.3031,-0.0386,0.0063
1.88,0.3009,-0.0403,0.016
1.89,0.3589,-0.0063,0.0164
1.9,0.3645,-0.0147,0.0067
1.91,0.3192,0.0041,-0.0017
1.92,0.3017,0.0035,-0.0025
1.93,0.3347,0.0108,-0.0066
1.94,0.3307,-0.012,-0.0048
1.95,0.3108,0.0164,-0.0064
1.96,0.3269,0.0036,-0.0138
1.97,0.3135,-0.0096,-0.0143
1.98,0.285,0.0282,-0.0122
1.99,0.3246,0.05,0.0009
2.0,0.3763,-0.0099,-0.0161
2.01,0.3257,0.0081,-0.0138
2.02,0.3365,-0.0185,0.0037
2.03,0.3819,-0.0064,-0.004
2.04,0.3749,-0.0207,-0.0137
2.05,0.38935,-0.0144,-0.0209
2.06,0.4038,-0.0081,-0.0281
2.07,0.4121,-0.0152,-0.0318
2.08,0.3816,-0.0119,-0.0288
2.09,0.3134,0.0118,0.0014
2.1,0.3827,-0.0136,0.0127
2.11,0.3914,-0.0078,0.0102
2.12,0.3716,-0.0004,0.0061
2.13,0.3803,-0.0377,-0.0054
2.14,0.3412,-0.0011,0.0024
2.15,0.3329,-0.0284,0.0075
2.16,0.3379,-0.003,0.0174
2.17,0.421,-0.0051,0.017
2.18,0.4166,-0.0074,0.0027
2.19,0.432,0.0295,-0.0038
2.2,0.4213,0.0156,-0.0134
2.21,0.3822,0.0028,-0.0235
2.22,0.3925,0.0031,-0.0282
2.23,0.3894,-0.0129,-0.021
2.24,0.3848,-0.0201,-0.0238
2.25,0.3971,-0.0185,-0.0276
2.26,0.3725,-0.037,-0.0197
2.27,0.368,0.0013,-0.0143
2.28,0.3993,-0.0161,-0.0028
2.29,0.4378,-0.0084,-0.0079
2.3,0.42505,-0.00985,-0.01665
2.31,0.4123,-0.0113,-0.0254
2.32,0.40715,-0.01875,-0.02515
2.33,0.402,-0.0262,-0.0249
2.34,0.4012,-0.0327,-0.0328
2.35,0.3844,-0.048,-0.0285
2.36,0.38795,-0.0459,-0.02685
2.37,0.39567,-0.0582,-0.03263
2.38,0.4034,-0.0705,-0.0384
2.39,0.3984,-0.0246,-0.0384
2.4,0.421,-0.0186,-0.0348
2.41,0.4018,-0.0581,-0.0381
2.42,0.375,-0.0693,-0.0378
2.43,0.3828,-0.0532,-0.032
2.44,0.383,-0.043,-0.0294
2.45,0.38,-0.064,-0.025
2.46,0.3649,-0.0529,-0.0287
2.47,0.3598,-0.0325,-0.0294
2.48,0.3447,-0.0552,-0.0233
2.49,-0.1627,-0.0326,0.1118
2.5,0.3718,0.0135,-0.0067
2.51,0.3727,-0.0233,-0.0075
2.52,0.3349,0.0073,-0.0057
2.53,0.32745,-0.02445,-0.0108
2.54,0.35228,-0.03313,-0.01205
2.55,0.3771,-0.0418,-0.0133
2.56,0.3565,-0.0489,-0.0121
2.57,0.3818,-0.0174,-0.0238
2.58,0.3536,-0.0467,-0.0245
2.59,0.3374,-0.067,-0.0202
2.6,0.3509,-0.0198,-0.0105
2.61,0.3874,-0.0495,-0.0162
2.62,0.3499,-0.0568,-0.0143
2.63,0.3658,-0.0267,-0.0202
2.64,0.3838,-0.0301,-0.0296
2.65,0.3469,-0.0304,-0.0307
2.66,0.283,-0.0267,-0.0141
2.67,0.3983,-0.0997,-0.0059
2.68,0.3307,-0.0669,-0.0104
2.69,0.3017,-0.0838,-0.0043
2.7,0.3729,-0.1022,-0.0115
2.71,0.3511,-0.1139,-0.0216
2.72,0.3772,-0.0492,-0.0311
2.73,0.3536,-0.0794,-0.0275
2.74,0.3854,-0.0854,-0.0258
2.75,0.3548,-0.0467,-0.0337
2.76,0.3713,-0.0647,-0.033
2.77,0.3925,-0.052,-0.0386
2.78,0.3469,-0.0316,-0.0241
2.79,0.8622,-0.0226,-0.1537
2.8,0.3757,-0.0069,-0.025
2.81,0.3289,-0.0128,-0.016
2.82,0.3848,-0.019,-0.0178
2.83,0.4242,0.0018,-0.0257
2.84,0.4153,-0.01235,-0.0281
2.85,0.4064,-0.0265,-0.0305
2.86,0.3958,-0.0201,-0.0355
2.87,0.3792,-0.0096,-0.0273
2.88,0.3906,-0.0252,-0.0168
2.89,0.4107,-0.0301,-0.0279
2.9,0.4042,-0.0231,-0.0233
2.91,0.4019,-0.03035,-0.0338
2.92,0.3996,-0.0376,-0.0443
2.93,0.4198,-0.0373,-0.0525
2.94,0.3851,0.0007,-0.0451
2.95,0.3966,0.0015,-0.0513
2.96,0.3732,-0.0221,-0.0508
2.97,0.3942,-0.0252,-0.0484
2.98,0.4263,-0.0173,-0.0514
2.99,0.3996,-0.0272,-0.0425
3.0,0.3804,-0.037,-0.043
3.01,0.4135,-0.063,-0.0417
3.02,0.3911,-0.0541,-0.0385
3.03,0.4008,-0.0277,-0.044
3.04,0.3641,-0.0272,-0.0437
3.05,0.3717,-0.0444,-0.0259
3.06,0.3396,-0.0832,-0.0228
3.07,0.3763,0.0098,-0.0085
3.08,0.4135,0.0192,-0.0275
3.09,0.3996,-0.0327,-0.0298
3.1,0.3885,-0.021,-0.0247
3.11,0.3675,-0.0379,-0.0255
3.12,0.2866,-0.1,-0.0014
3.13,0.3681,-0.0263,0.0246
3.14,0.3895,-0.0412,0.0217
3.15,0.334,-0.0142,0.02
3.16,0.3532,-0.072,0.0183
3.17,0.3409,-0.0298,0.02
3.18,0.3077,-0.0451,0.022
3.19,0.3631,-0.012,0.0246
3.2,0.3368,-0.0285,0.0223
3.21,0.316,0.0003,0.0336
3.22,0.3858,0.0294,0.0309
3.23,0.3437,0.0398,0.0312
3.24,0.3457,0.0137,0.0204
3.25,0.857,0.0757,-0.1112
3.26,0.3619,0.0541,0.011
3.27,0.315,0.0204,0.0232
3.28,0.3392,0.0217,0.0332
3.29,0.3726,0.0181,0.0169
3.3,0.3521,0.0192,-0.0011
3.31,0.3279,-0.018,-0.0027
3.32,0.3194,0.01,-0.0049
3.33,0.3325,-0.0033,0.0084
3.34,0.2809,0.0001,0.0213
3.35,0.3093,0.0456,0.0264
3.36,0.3292,0.0172,0.0202
3.37,0.3494,0.0207,0.0161
3.38,0.3602,0.0264,0.0235
3.39,0.3657,0.0273,0.0215
3.4,0.3344,0.0279,0.0213
3.41,0.3256,0.0423,0.0094
3.42,0.3037,0.0295,0.0006
3.43,0.365,0.0159,-0.005
3.44,0.345,0.0381,-0.0062
3.45,0.33825,0.01125,-0.012
3.46,0.3315,-0.0156,-0.0178
3.47,0.301,-0.0071,-0.0128
3.48,0.29125,-0.03375,-0.002
3.49,0.2815,-0.0604,0.0088
3.5,0.2902,-0.0386,0.0157
3.51,0.3234,-0.0245,0.0132
3.52,0.3015,-0.0162,0.0159
3.53,0.2906,-0.0388,0.0056
3.54,0.3163,-0.0274,0.0193
3.55,0.3189,-0.0043,0.02305
3.56,0.3215,0.0188,0.0268
3.57,0.3189,0.0018,0.01635
3.58,0.3163,-0.0152,0.0059
3.59,0.3043,-0.0192,0.0012
3.6,0.3049,-0.0404,0.0049
3.61,0.3277,-0.0667,-0.0068
3.62,0.26,-0.0278,-0.0038
3.63,0.2743,-0.0204,0.0005
3.64,0.277,-0.0169,0.0047
3.65,0.2797,-0.0134,0.0089
3.66,0.25315,-0.0322,0.01135
3.67,0.25728,-0.0469,0.00888
3.68,0.2614,-0.0616,0.0064
3.69,0.2779,-0.046,0.0084
3.7,0.327,0.0011,0.0206
3.71,0.3015,0.0311,0.0148
3.72,0.3007,-0.0272,0.0113
3.73,0.314,0.0103,0.011
3.74,0.3266,0.0084,0.005
3.75,0.3217,0.0048,0.02
3.76,0.3671,-0.0048,0.023
3.77,0.3105,-0.0129,0.0173
3.78,0.3429,-0.0193,0.0244
3.79,0.3653,-0.0546,0.0139
3.8,0.33765,-0.03495,0.00805
3.81,0.31,-0.0153,0.0022
3.82,0.3236,0.0123,0.0011
3.83,0.2957,-0.0183,-0.0129
3.84,0.3422,-0.0321,-0.0184
3.85,0.3441,-0.0411,-0.0289
3.86,0.3125,-0.0194,-0.0183
3.87,0.4081,-0.0072,-0.0333
3.88,0.3336,-0.0562,-0.0388
3.89,0.3175,-0.0535,-0.0284
3.9,0.3318,-0.0662,-0.0304
3.91,0.3171,-0.0463,-0.03
3.92,0.3473,-0.0386,-0.0272
3.93,0.3326,-0.0191,-0.0312
3.94,0.2996,-0.0513,-0.0234
3.95,0.3398,-0.0494,-0.0263
3.96,0.3296,-0.0415,-0.0228
3.97,0.3194,-0.0336,-0.0193
3.98,0.3101,-0.042,-0.0216
3.99,0.3277,-0.0307,-0.0262
4.0,0.3225,-0.0095,-0.0145
4.01,0.3614,-0.0255,-0.008
4.02,0.3355,-0.0425,0.0018
4.03,0.3489,0.0056,-0.0065
4.04,0.318,0.0281,-0.0002
4.05,0.3182,0.0233,0.0013
4.06,0.3542,-0.0126,0.0115
4.07,0.3504,-0.0154,0.015
4.08,0.3615,-0.011,0.0171
4.09,0.3839,-0.0015,0.0094
4.1,0.3541,0.0014,-0.0133
4.11,0.3145,0.0504,-0.014
4.12,0.323,0.0307,-0.0138
4.13,0.3315,0.011,-0.0136
4.14,0.3283,0.0419,-0.019
4.15,0.3014,0.0246,-0.0247
4.16,0.3145,0.0107,-0.0243
4.17,0.3348,0.0206,-0.0226
4.18,0.3316,0.004,-0.0197
4.19,0.3072,0.0041,-0.018
4.2,0.3761,0.0337,-0.0223
4.21,0.3356,-0.04,-0.0281
4.22,0.317,-0.0037,-0.0217
4.23,0.2632,-0.0539,-0.0109
4.24,0.3331,-0.0168,-0.0139
4.25,0.3529,-0.0121,-0.0145
4.26,0.3703,0.0033,-0.025
4.27,0.3646,-0.0002,-0.0229
4.28,0.3445,0.0017,-0.0321
4.29,0.3145,-0.007,-0.021
4.3,0.3418,-0.0309,-0.0217
4.31,0.3211,-0.0371,-0.0214
4.32,0.3592,-0.0276,-0.0258
4.33,0.3413,-0.0338,-0.0275
4.34,0.3497,0.0145,-0.0145
4.35,0.4,-0.0344,-0.0262
4.36,0.3725,-0.0429,-0.0204
4.37,0.3915,-0.0328,-0.0201
4.38,0.3487,-0.0135,-0.0095
4.39,0.3531,0.0064,0.0023
4.4,0.3649,-0.0274,0.0047
4.41,0.3613,-0.0113,0.0039
4.42,0.3622,-0.0214,-0.0057
4.43,0.3485,-0.0142,-0.0081
4.44,0.3374,-0.0488,-0.0076
4.45,0.3468,-0.0313,-0.01
4.46,0.3489,-0.0379,-0.0089
4.47,0.3485,-0.0307,-0.011
4.48,0.3143,-0.0327,-0.0155
4.49,0.3646,0.0095,-0.0097
4.5,0.2917,0.0569,-0.0055
4.51,0.7833,0.0168,-0.1266
4.52,0.2947,-0.0298,0.0018
4.53,0.2953,0.0326,0.0031
4.54,0.3507,-0.0008,-0.0074
4.55,0.3226,0.0117,-0.0112
4.56,0.2812,-0.0362,-0.0049
4.57,0.2593,0.0021,0.0128
4.58,0.344,0.0501,0.0084
4.59,0.3256,-0.0125,0.002
4.6,0.3226,-0.0052,-0.0045
4.61,0.3806,0.021,-0.0162
4.62,0.309,0.0321,-0.0165
4.63,0.3784,-0.0046,-0.0265
4.64,0.3739,-0.0091,-0.0191
4.65,0.3584,0.0136,-0.0244
4.66,0.3213,0.0172,-0.0227
4.67,0.3576,0.0427,-0.0174
4.68,0.353,0.0204,-0.0352
4.69,0.3615,0.0313,-0.0337
4.7,0.3737,0.046,-0.0302
4.71,0.3415,0.0637,-0.0261
4.72,0.3457,0.0383,-0.0271
4.73,0.3665,0.0329,-0.0273
4.74,0.3263,0.0035,-0.0276
4.75,0.3028,0.0104,-0.0254
4.76,0.3354,0.0306,-0.0231
4.77,0.31485,0.00815,-0.01135
4.78,0.2943,-0.0143,0.0004
4.79,-0.1795,0.0002,0.1242
4.8,0.3331,0.0124,-0.0086
4.81,0.2981,0.0057,0.0093
4.82,0.3466,0.0019,-0.0107
4.83,0.3422,-0.0026,-0.0073
4.84,0.3017,0.0122,-0.0024
4.85,0.3296,0.0128,0.0083
4.86,0.3458,-0.0517,0.0105
4.87,0.33045,-0.03485,-0.0021
4.88,0.3151,-0.018,-0.0147
4.89,0.2947,-0.0656,-0.0074
4.9,0.2739,-0.0069,0.0032
4.91,0.3132,0.0044,0.0096
4.92,0.3214,-0.0063,0.0098
4.93,0.2831,0.0182,0.0148
4.94,0.2715,0.02015,0.02105
4.95,0.2599,0.0221,0.0273
4.96,0.2952,0.0319,0.028
4.97,0.2879,0.0219,0.0282
4.98,0.2807,0.0219,0.0241
4.99,0.3152,0.0177,0.0206
5.0,0.2998,0.0259,0.0185
5.01,0.2664,0.0159,0.0168
5.02,0.272,0.019,0.008
5.03,0.3003,0.012,0.006
5.04,0.289,0.0053,0.0007
5.05,0.2456,0.0706,0.0065
5.06,0.2636,0.0203,0.0056
5.07,0.2684,-0.0008,0.0075
5.08,0.2529,0.0192,0.0055
5.09,0.2838,0.0034,0.0052
5.1,0.30955,0.00525,0.01065
5.11,0.3353,0.0071,0.0161
5.12,0.3705,0.0235,-0.0123
5.13,0.3332,0.0731,-0.0222
5.14,0.3388,0.03325,-0.0345
5.15,0.3444,-0.0066,-0.0468
5.16,0.3383,-0.006,-0.0479
5.17,0.2193,0.0216,-0.0098
5.18,0.2724,-0.0369,0.0081
5.19,0.2827,-0.0038,0.019
5.2,0.3006,-0.0191,0.0219
5.21,0.2863,-0.0271,0.0187
5.22,0.3087,-0.0373,0.0188
5.23,0.3113,-0.0463,0.0332
5.24,0.2898,-0.0476,0.0189
5.25,0.3577,-0.0168,0.0143
5.26,0.3248,0.0266,-0.0021
5.27,0.3578,0.055,-0.0184
5.28,0.3486,0.0068,-0.0032
5.29,0.3715,-0.0006,-0.0167
5.3,0.3809,-0.0418,-0.0072
5.31,0.344,-0.0358,-0.0097
5.32,0.3649,-0.0236,0.0054
5.33,0.3969,-0.0241,-0.0116
5.34,0.3789,-0.0023,-0.0169
5.35,0.3735,-0.0141,-0.0269
5.36,0.3793,0.0242,-0.0172
5.37,0.3719,-0.0111,-0.0165
5.38,0.3565,-0.0118,-0.0113
5.39,0.3731,0.0096,-0.0141
5.4,0.4242,0.0009,-0.0418
5.41,0.4304,-0.0296,-0.0764
5.42,0.4054,-0.0724,-0.0891
5.43,0.3535,-0.0356,-0.07
5.44,0.3385,-0.0152,-0.0484
5.45,0.3929,-0.0632,-0.0377
5.46,0.3849,-0.0804,-0.0453
5.47,0.3118,-0.0539,-0.043
5.48,0.3138,-0.0396,-0.047
5.49,0.3345,-0.0439,-0.0477
5.5,0.34285,-0.0351,-0.04435
5.51,0.3512,-0.0263,-0.041
5.52,0.3431,0.0116,-0.0482
5.53,0.2893,-0.0418,-0.0255
5.54,0.3011,-0.0416,-0.0045
5.55,0.3496,-0.0719,0.0157
5.56,0.3798,-0.0578,0.0273
5.57,0.8997,-0.0186,-0.1078
5.58,0.347,-0.0799,0.0132
5.59,0.3124,-0.095,-0.0003
5.6,0.365,-0.1171,-0.0089
5.61,0.3913,-0.0996,-0.0236
5.62,0.3378,-0.0598,-0.0289
5.63,0.366,-0.0228,-0.0163
5.64,0.4019,-0.0351,-0.0081
5.65,0.4348,-0.038,-0.0081
5.66,0.3628,-0.0057,-0.0178
5.67,0.3356,-0.031,-0.0244
5.68,0.3753,-0.03,-0.0263
5.69,0.3715,-0.0411,-0.0296
5.7,0.4008,-0.0386,-0.0307
5.71,0.4214,-0.0403,-0.0339
5.72,0.3953,-0.032,-0.0293
5.73,0.38915,-0.0687,-0.02135
5.74,0.383,-0.1054,-0.0134
5.75,0.4257,-0.0548,-0.0126
5.76,0.4195,-0.0717,-0.0272
5.77,0.3457,-0.036,-0.0229
5.78,0.3597,-0.0448,0.0047
5.79,0.3732,-0.0847,0.0081
5.8,-0.1174,-0.0452,0.1294
5.81,0.3688,-0.0326,-0.0132
5.82,0.3828,0.0211,-0.0129
5.83,0.3809,-0.0023,-0.0039
5.84,0.4178,0.0003,-0.0038
5.85,0.3703,0.0091,-0.0154
5.86,0.3616,0.0332,-0.0249
5.87,0.3631,0.0394,-0.029
5.88,0.3691,0.0046,-0.0249
5.89,0.3664,0.0034,-0.012
5.9,0.391,-0.0045,0.0077
5.91,0.3672,-0.0236,-0.005
5.92,0.4039,0.0144,-0.0098
5.93,0.4214,-0.019,-0.0329
5.94,0.3843,0.0003,-0.0472
5.95,0.3669,-0.0244,-0.0415
5.96,0.3625,-0.0288,-0.0339
5.97,0.3718,-0.0205,-0.036
5.98,0.425,-0.0129,-0.0467
5.99,0.4086,-0.0266,-0.065
6.0,0.3933,-0.0542,-0.05445
6.01,0.378,-0.0818,-0.0439
6.02,0.3481,0.0057,-0.0186
6.03,0.3909,0.0113,-0.0282
6.04,0.3943,0.0211,-0.0354
6.05,0.3934,0.0259,-0.0408
6.06,0.4093,0.0448,-0.0527
6.07,0.2975,0.0148,-0.0538
6.08,0.2784,-0.0643,-0.0302
6.09,0.3487,-0.005,-0.0144
6.1,0.4222,0.0019,-0.0281
6.11,0.3502,0.035,-0.05
6.12,0.3617,0.0162,-0.0512
6.13,0.3194,0.0309,-0.0575
6.14,0.3019,0.0582,-0.0449
6.15,0.3956,0.0425,-0.0367
6.16,0.3705,-0.0098,-0.0356
6.17,0.3544,-0.0172,-0.0348
6.18,0.3679,-0.002,-0.0286
6.19,0.3705,0.0204,-0.0373
6.2,0.3582,0.0137,-0.0364
6.21,0.3467,-0.0027,-0.03
6.22,0.3147,0.028,-0.0165
6.23,0.3547,0.0002,-0.0115
6.24,0.4074,0.0348,-0.0137
6.25,0.36395,0.02915,-0.01755
6.26,0.3205,0.0235,-0.0214
6.27,0.384,0.0068,-0.0222
6.28,0.3663,-0.0415,-0.0375
6.29,0.3641,0.0042,-0.0382
6.3,0.3455,0.0076,-0.027
6.31,0.3834,-0.0512,-0.0214
6.32,0.3667,-0.0129,-0.022
6.33,0.3852,0.0034,-0.024
6.34,0.3873,0.0029,-0.0296
6.35,0.3851,-0.0157,-0.0395
6.36,0.3468,-0.0177,-0.0482
6.37,0.3492,-0.0064,-0.05
6.38,0.3538,0.0348,-0.0422
6.39,0.3447,0.0675,-0.0412
6.4,0.3199,0.0291,-0.0309
6.41,0.3582,0.0194,-0.0209
6.42,0.3493,0.0093,-0.0133
6.43,0.8773,-0.0064,-0.1516
6.44,0.3374,0.0031,-0.0116
6.45,0.2984,0.0592,-0.0182
6.46,0.3154,0.0369,-0.0194
6.47,0.33395,0.02435,-0.02035
6.48,0.3525,0.0118,-0.0213
6.49,0.3683,-0.0179,-0.0224
6.5,0.4139,-0.0169,-0.0311
6.51,0.3324,0.0022,-0.0385
6.52,0.3008,-0.0371,-0.0303
6.53,0.3127,-0.0292,-0.0151
6.54,0.2875,-0.0506,-0.0173
6.55,0.3402,-0.0681,-0.0203
6.56,0.358,-0.0281,-0.0269
6.57,0.2855,-0.0316,-0.0341
6.58,0.2891,-0.012,-0.0283
6.59,0.2713,-0.066,-0.0191
6.6,0.2455,-0.0608,-0.0076
6.61,0.2533,-0.0519,0.0081
6.62,0.3095,-0.0594,0.0194
6.63,0.327,-0.0015,0.0182
6.64,0.3698,0.0274,0.0095
6.65,0.3636,0.0032,-0.0167
6.66,0.3665,-0.0061,-0.0223
6.67,0.3366,0.029,-0.0261
6.68,0.3058,-0.0184,-0.0201
6.69,0.3247,-0.0041,-0.0149
6.7,0.344,-0.0093,-0.011
6.71,0.3741,-0.0221,-0.0217
6.72,0.3832,-0.0237,-0.0222
6.73,0.3729,-0.0317,-0.0306
6.74,0.3806,-0.0192,-0.0227
6.75,0.356,-0.0386,-0.032
6.76,0.3619,-0.0406,-0.0363
6.77,0.34625,-0.04345,-0.0325
6.78,0.3306,-0.0463,-0.0287
6.79,-0.1874,0.0026,0.1285
6.8,0.3357,0.0227,0.0052
6.81,0.3801,0.0728,-0.0094
6.82,0.3539,0.0291,-0.0063
6.83,0.3297,0.0424,-0.001
6.84,0.3646,-0.0058,0.0028
6.85,0.3585,-0.0283,-0.0037
6.86,0.3852,-0.0463,-0.0234
6.87,0.3471,-0.0418,-0.0159
6.88,0.3406,-0.0317,-0.0177
6.89,0.35605,-0.0241,-0.01685
6.9,0.3715,-0.0165,-0.016
6.91,0.3151,-0.0359,-0.0134
6.92,0.3398,-0.074,-0.0049
6.93,0.3202,-0.0852,-0.0045
6.94,0.3321,-0.0919,-0.0052
6.95,0.3327,-0.134,-0.0117
